     time [fs]	           Xi0	       lambda0	      Epot [H]	         T [K]	
  37220.000000	    105.569597	    106.122685	      0.007859	     75.203180	
  37225.000000	    105.569597	    106.129773	      0.007859	     75.203180	
  37230.000000	    105.610369	    106.132279	      0.007852	    108.356942	
  37235.000000	    105.610369	    106.135698	      0.007852	    108.356942	
  37240.000000	    105.654787	    106.143115	      0.007849	    141.590895	
  37245.000000	    105.654787	    106.152503	      0.007849	    141.590895	
  37250.000000	    105.943953	    106.161911	      0.007859	    220.412118	
  37255.000000	    105.943953	    106.170850	      0.007859	    220.412118	
  37260.000000	    106.014575	    106.179568	      0.007866	    322.177213	
  37265.000000	    106.014575	    106.188922	      0.007866	    322.177213	
  37270.000000	    106.085841	    106.199478	      0.007869	    359.417981	
  37275.000000	    106.085841	    106.212345	      0.007869	    359.417981	
  37280.000000	    106.156384	    106.226605	      0.007867	    345.726748	
  37285.000000	    106.156384	    106.238566	      0.007867	    345.726748	
  37290.000000	    106.225209	    106.248733	      0.007860	    360.096892	
  37295.000000	    106.225209	    106.260153	      0.007860	    360.096892	
  37300.000000	    106.629947	    106.273248	      0.007724	    374.364004	
  37305.000000	    106.629947	    106.289967	      0.007724	    374.364004	
  37310.000000	    106.695222	    106.309697	      0.007689	    437.999883	
  37315.000000	    106.695222	    106.327938	      0.007689	    437.999883	
  37320.000000	    106.757423	    106.344199	      0.007647	    427.878945	
  37325.000000	    106.757423	    106.362790	      0.007647	    427.878945	
  37330.000000	    106.818017	    106.385639	      0.007605	    469.959443	
  37335.000000	    106.818017	    106.409785	      0.007605	    469.959443	
  37340.000000	    106.873828	    106.433675	      0.007563	    412.482085	
  37345.000000	    106.873828	    106.458827	      0.007563	    412.482085	
  37350.000000	    107.090095	    106.483196	      0.007263	    390.150696	
  37355.000000	    107.090095	    106.507823	      0.007263	    390.150696	
  37360.000000	    107.121907	    106.535852	      0.007216	    379.101985	
  37365.000000	    107.121907	    106.566515	      0.007216	    379.101985	
  37370.000000	    107.154243	    106.599692	      0.007171	    301.260826	
  37375.000000	    107.154243	    106.633320	      0.007171	    301.260826	
  37380.000000	    107.190480	    106.666380	      0.007122	    362.482805	
  37385.000000	    107.190480	    106.699881	      0.007122	    362.482805	
  37390.000000	    107.226394	    106.731853	      0.007070	    469.231638	
  37395.000000	    107.226394	    106.762387	      0.007070	    469.231638	
  37400.000000	    107.412547	    106.792915	      0.006826	    352.224200	
  37405.000000	    107.412547	    106.820688	      0.006826	    352.224200	
  37410.000000	    107.435895	    106.847250	      0.006789	    398.207154	
  37415.000000	    107.435895	    106.873916	      0.006789	    398.207154	
  37420.000000	    107.452623	    106.898895	      0.006755	    342.003054	
  37425.000000	    107.452623	    106.920539	      0.006755	    342.003054	
  37430.000000	    107.467003	    106.941543	      0.006724	    285.719053	
  37435.000000	    107.467003	    106.962563	      0.006724	    285.719053	
  37440.000000	    107.479059	    106.984353	      0.006692	    273.138479	
  37445.000000	    107.479059	    107.011062	      0.006692	    273.138479	
  37450.000000	    107.552364	    107.039391	      0.006506	    494.456883	
  37455.000000	    107.552364	    107.067548	      0.006506	    494.456883	
  37460.000000	    107.567441	    107.096406	      0.006481	    569.217228	
  37465.000000	    107.567441	    107.126624	      0.006481	    569.217228	
  37470.000000	    107.587426	    107.156417	      0.006460	    570.693320	
  37475.000000	    107.587426	    107.185544	      0.006460	    570.693320	
  37480.000000	    107.606143	    107.214247	      0.006441	    598.840176	
  37485.000000	    107.606143	    107.243245	      0.006441	    598.840176	
  37490.000000	    107.617826	    107.274167	      0.006424	    650.631445	
  37495.000000	    107.617826	    107.304590	      0.006424	    650.631445	
  37500.000000	    107.649340	    107.333588	      0.006384	    362.515119	
  37505.000000	    107.649340	    107.363879	      0.006384	    362.515119	
  37510.000000	    107.649688	    107.395953	      0.006385	    357.300339	
  37515.000000	    107.649688	    107.428144	      0.006385	    357.300339	
  37520.000000	    107.653037	    107.459860	      0.006388	    322.283275	
  37525.000000	    107.653037	    107.490536	      0.006388	    322.283275	
  37530.000000	    107.655773	    107.519472	      0.006394	    387.160343	
  37535.000000	    107.655773	    107.545940	      0.006394	    387.160343	
  37540.000000	    107.653626	    107.571369	      0.006400	    389.656785	
  37545.000000	    107.653626	    107.599690	      0.006400	    389.656785	
  37550.000000	    107.658189	    107.632049	      0.006459	    134.134652	
  37555.000000	    107.658189	    107.663608	      0.006459	    134.134652	
  37560.000000	    107.657450	    107.694874	      0.006469	    112.884535	
  37565.000000	    107.657450	    107.727448	      0.006469	    112.884535	
  37570.000000	    107.655415	    107.758948	      0.006479	     99.886023	
  37575.000000	    107.655415	    107.788962	      0.006479	     99.886023	
  37580.000000	    107.653488	    107.821371	      0.006491	    145.378997	
  37585.000000	    107.653488	    107.854830	      0.006491	    145.378997	
  37590.000000	    107.652442	    107.884630	      0.006505	    136.765628	
  37595.000000	    107.652442	    107.908164	      0.006505	    136.765628	
  37600.000000	    107.616636	    107.926727	      0.006593	    114.083678	
  37605.000000	    107.616636	    107.946564	      0.006593	    114.083678	
  37610.000000	    107.605733	    107.967345	      0.006605	     87.720051	
  37615.000000	    107.605733	    107.986554	      0.006605	     87.720051	
  37620.000000	    107.597139	    108.008988	      0.006618	     87.269763	
  37625.000000	    107.597139	    108.036307	      0.006618	     87.269763	
  37630.000000	    107.587367	    108.062349	      0.006633	     92.905699	
  37635.000000	    107.587367	    108.085621	      0.006633	     92.905699	
  37640.000000	    107.575108	    108.109274	      0.006648	    116.409179	
  37645.000000	    107.575108	    108.135128	      0.006648	    116.409179	
  37650.000000	    107.440326	    108.163332	      0.006724	    148.048792	
  37655.000000	    107.440326	    108.194967	      0.006724	    148.048792	
  37660.000000	    107.412646	    108.230826	      0.006737	    150.907190	
  37665.000000	    107.412646	    108.267250	      0.006737	    150.907190	
  37670.000000	    107.385849	    108.303459	      0.006748	    114.316481	
  37675.000000	    107.385849	    108.341296	      0.006748	    114.316481	
  37680.000000	    107.357116	    108.379660	      0.006760	    109.958126	
  37685.000000	    107.357116	    108.420239	      0.006760	    109.958126	
  37690.000000	    107.325603	    108.462886	      0.006773	    138.834478	
  37695.000000	    107.325603	    108.508482	      0.006773	    138.834478	
  37700.000000	    107.220782	    108.558153	      0.006805	     17.992441	
  37705.000000	    107.220782	    108.606438	      0.006805	     17.992441	
  37710.000000	    107.221399	    108.651686	      0.006810	      2.897086	
  37715.000000	    107.221399	    108.695333	      0.006810	      2.897086	
  37720.000000	    107.229357	    108.740288	      0.006818	      9.034005	
  37725.000000	    107.229357	    108.786008	      0.006818	      9.034005	
  37730.000000	    107.239920	    108.829553	      0.006824	     11.162133	
  37735.000000	    107.239920	    108.872653	      0.006824	     11.162133	
  37740.000000	    107.252390	    108.917445	      0.006828	      9.232780	
  37745.000000	    107.252390	    108.963360	      0.006828	      9.232780	
  37750.000000	    107.423240	    109.011641	      0.006893	     88.485672	
  37755.000000	    107.423240	    109.062793	      0.006893	     88.485672	
  37760.000000	    107.462681	    109.113598	      0.006900	     84.515097	
  37765.000000	    107.462681	    109.163633	      0.006900	     84.515097	
  37770.000000	    107.506640	    109.211883	      0.006902	    131.460426	
  37775.000000	    107.506640	    109.258078	      0.006902	    131.460426	
  37780.000000	    107.552050	    109.303374	      0.006903	    147.753836	
  37785.000000	    107.552050	    109.347653	      0.006903	    147.753836	
  37790.000000	    107.599781	    109.391723	      0.006906	    158.864853	
  37795.000000	    107.599781	    109.435282	      0.006906	    158.864853	
  37800.000000	    107.927827	    109.475083	      0.006930	    231.517703	
  37805.000000	    107.927827	    109.509599	      0.006930	    231.517703	
  37810.000000	    107.984022	    109.539481	      0.006931	    238.924916	
  37815.000000	    107.984022	    109.568642	      0.006931	    238.924916	
  37820.000000	    108.040331	    109.599153	      0.006932	    233.716946	
  37825.000000	    108.040331	    109.628401	      0.006932	    233.716946	
  37830.000000	    108.097588	    109.657072	      0.006933	    235.188882	
  37835.000000	    108.097588	    109.685496	      0.006933	    235.188882	
  37840.000000	    108.159787	    109.710908	      0.006933	    253.192876	
  37845.000000	    108.159787	    109.734516	      0.006933	    253.192876	
  37850.000000	    108.598330	    109.760376	      0.006945	    427.009070	
  37855.000000	    108.598330	    109.788914	      0.006945	    427.009070	
  37860.000000	    108.673069	    109.818007	      0.006946	    464.691211	
  37865.000000	    108.673069	    109.847938	      0.006946	    464.691211	
  37870.000000	    108.743046	    109.878501	      0.006948	    391.154375	
  37875.000000	    108.743046	    109.909643	      0.006948	    391.154375	
  37880.000000	    108.812048	    109.943300	      0.006949	    355.913609	
  37885.000000	    108.812048	    109.977599	      0.006949	    355.913609	
  37890.000000	    108.879770	    110.012323	      0.006949	    375.480772	
  37895.000000	    108.879770	    110.047126	      0.006949	    375.480772	
  37900.000000	    109.316097	    110.080965	      0.006939	    486.963837	
  37905.000000	    109.316097	    110.118129	      0.006939	    486.963837	
  37910.000000	    109.384657	    110.154510	      0.006933	    453.397820	
  37915.000000	    109.384657	    110.186481	      0.006933	    453.397820	
  37920.000000	    109.456865	    110.220191	      0.006929	    490.909179	
  37925.000000	    109.456865	    110.258339	      0.006929	    490.909179	
  37930.000000	    109.531221	    110.296209	      0.006925	    521.940374	
  37935.000000	    109.531221	    110.332869	      0.006925	    521.940374	
  37940.000000	    109.605933	    110.368228	      0.006918	    588.893524	
  37945.000000	    109.605933	    110.402720	      0.006918	    588.893524	
  37950.000000	    110.068539	    110.438838	      0.006911	    650.621523	
  37955.000000	    110.068539	    110.473194	      0.006911	    650.621523	
  37960.000000	    110.147410	    110.505920	      0.006916	    664.966132	
  37965.000000	    110.147410	    110.537119	      0.006916	    664.966132	
  37970.000000	    110.222845	    110.568947	      0.006922	    572.310599	
  37975.000000	    110.222845	    110.601553	      0.006922	    572.310599	
  37980.000000	    110.299357	    110.635562	      0.006928	    578.535283	
  37985.000000	    110.299357	    110.673053	      0.006928	    578.535283	
  37990.000000	    110.379636	    110.712016	      0.006936	    641.607492	
  37995.000000	    110.379636	    110.752913	      0.006936	    641.607492	
  38000.000000	    110.889130	    110.795069	      0.007015	    679.625387	
  38005.000000	    110.889130	    110.839400	      0.007015	    679.625387	
  38010.000000	    110.970510	    110.882408	      0.007033	    740.882099	
  38015.000000	    110.970510	    110.921966	      0.007033	    740.882099	
  38020.000000	    111.052333	    110.962616	      0.007052	    779.708469	
  38025.000000	    111.052333	    111.005280	      0.007052	    779.708469	
  38030.000000	    111.136917	    111.049858	      0.007074	    813.751379	
  38035.000000	    111.136917	    111.093181	      0.007074	    813.751379	
  38040.000000	    111.223551	    111.137235	      0.007098	    828.244141	
  38045.000000	    111.223551	    111.183471	      0.007098	    828.244141	
  38050.000000	    111.775464	    111.229620	      0.007265	    724.456638	
  38055.000000	    111.775464	    111.275042	      0.007265	    724.456638	
  38060.000000	    111.862207	    111.320094	      0.007295	    670.740517	
  38065.000000	    111.862207	    111.363556	      0.007295	    670.740517	
  38070.000000	    111.949385	    111.406423	      0.007325	    728.282112	
  38075.000000	    111.949385	    111.451932	      0.007325	    728.282112	
  38080.000000	    112.038050	    111.498098	      0.007355	    682.163091	
  38085.000000	    112.038050	    111.546832	      0.007355	    682.163091	
  38090.000000	    112.130323	    111.597254	      0.007384	    708.606814	
  38095.000000	    112.130323	    111.645025	      0.007384	    708.606814	
  38100.000000	    112.687804	    111.690886	      0.007559	    713.424485	
  38105.000000	    112.687804	    111.735906	      0.007559	    713.424485	
  38110.000000	    112.775304	    111.779251	      0.007591	    675.406187	
  38115.000000	    112.775304	    111.822385	      0.007591	    675.406187	
  38120.000000	    112.856066	    111.864008	      0.007629	    626.298256	
  38125.000000	    112.856066	    111.903982	      0.007629	    626.298256	
  38130.000000	    112.930741	    111.942042	      0.007671	    683.623436	
  38135.000000	    112.930741	    111.978883	      0.007671	    683.623436	
  38140.000000	    113.001550	    112.017613	      0.007714	    604.240417	
  38145.000000	    113.001550	    112.059442	      0.007714	    604.240417	
  38150.000000	    113.425682	    112.103659	      0.007961	    472.542164	
  38155.000000	    113.425682	    112.150500	      0.007961	    472.542164	
  38160.000000	    113.493633	    112.200789	      0.007998	    491.009082	
  38165.000000	    113.493633	    112.250953	      0.007998	    491.009082	
  38170.000000	    113.553557	    112.299216	      0.008030	    380.777325	
  38175.000000	    113.553557	    112.346177	      0.008030	    380.777325	
  38180.000000	    113.608078	    112.393936	      0.008057	    283.055839	
  38185.000000	    113.608078	    112.443857	      0.008057	    283.055839	
  38190.000000	    113.662626	    112.496089	      0.008082	    234.394962	
  38195.000000	    113.662626	    112.549551	      0.008082	    234.394962	
  38200.000000	    113.980322	    112.602066	      0.008227	    219.244923	
  38205.000000	    113.980322	    112.656451	      0.008227	    219.244923	
  38210.000000	    114.030128	    112.714832	      0.008251	    210.144393	
  38215.000000	    114.030128	    112.774701	      0.008251	    210.144393	
  38220.000000	    114.080964	    112.836782	      0.008272	    196.785964	
  38225.000000	    114.080964	    112.900523	      0.008272	    196.785964	
  38230.000000	    114.129837	    112.963581	      0.008286	    202.924023	
  38235.000000	    114.129837	    113.027587	      0.008286	    202.924023	
  38240.000000	    114.176050	    113.092494	      0.008296	    140.063764	
  38245.000000	    114.176050	    113.155044	      0.008296	    140.063764	
  38250.000000	    114.469203	    113.215795	      0.008292	    192.153404	
  38255.000000	    114.469203	    113.277680	      0.008292	    192.153404	
  38260.000000	    114.525075	    113.341168	      0.008283	    249.301481	
  38265.000000	    114.525075	    113.405233	      0.008283	    249.301481	
  38270.000000	    114.578053	    113.468303	      0.008271	    224.879862	
  38275.000000	    114.578053	    113.533641	      0.008271	    224.879862	
  38280.000000	    114.631159	    113.600771	      0.008257	    219.602482	
  38285.000000	    114.631159	    113.670426	      0.008257	    219.602482	
  38290.000000	    114.682246	    113.745044	      0.008241	    251.527191	
  38295.000000	    114.682246	    113.821244	      0.008241	    251.527191	
  38300.000000	    114.999714	    113.898138	      0.008117	    323.679501	
  38305.000000	    114.999714	    113.975943	      0.008117	    323.679501	
  38310.000000	    115.052400	    114.054193	      0.008088	    341.955324	
  38315.000000	    115.052400	    114.132739	      0.008088	    341.955324	
  38320.000000	    115.108554	    114.212875	      0.008058	    403.348145	
  38325.000000	    115.108554	    114.294011	      0.008058	    403.348145	
  38330.000000	    115.165661	    114.372326	      0.008027	    469.642438	
  38335.000000	    115.165661	    114.445669	      0.008027	    469.642438	
  38340.000000	    115.221859	    114.516559	      0.007998	    447.378101	
  38345.000000	    115.221859	    114.587731	      0.007998	    447.378101	
  38350.000000	    115.540787	    114.656740	      0.007851	    500.120426	
  38355.000000	    115.540787	    114.722060	      0.007851	    500.120426	
  38360.000000	    115.598562	    114.784562	      0.007828	    493.275813	
  38365.000000	    115.598562	    114.845910	      0.007828	    493.275813	
  38370.000000	    115.656884	    114.909036	      0.007805	    564.325818	
  38375.000000	    115.656884	    114.973376	      0.007805	    564.325818	
  38380.000000	    115.715440	    115.036456	      0.007785	    545.389948	
  38385.000000	    115.715440	    115.095061	      0.007785	    545.389948	
  38390.000000	    115.775959	    115.148475	      0.007767	    561.427216	
  38395.000000	    115.775959	    115.200357	      0.007767	    561.427216	
  38400.000000	    116.146579	    115.251450	      0.007692	    625.130357	
  38405.000000	    116.146579	    115.301291	      0.007692	    625.130357	
  38410.000000	    116.215936	    115.352154	      0.007687	    673.664157	
  38415.000000	    116.215936	    115.404486	      0.007687	    673.664157	
  38420.000000	    116.281419	    115.455547	      0.007683	    623.794531	
  38425.000000	    116.281419	    115.506591	      0.007683	    623.794531	
  38430.000000	    116.341651	    115.560866	      0.007680	    614.032415	
  38435.000000	    116.341651	    115.614356	      0.007680	    614.032415	
  38440.000000	    116.398942	    115.665878	      0.007678	    613.138302	
  38445.000000	    116.398942	    115.714986	      0.007678	    613.138302	
  38450.000000	    116.820641	    115.761909	      0.007724	    890.162327	
  38455.000000	    116.820641	    115.807760	      0.007724	    890.162327	
  38460.000000	    116.893523	    115.853443	      0.007741	    870.914896	
  38465.000000	    116.893523	    115.903047	      0.007741	    870.914896	
  38470.000000	    116.963308	    115.955416	      0.007760	    800.114786	
  38475.000000	    116.963308	    116.010603	      0.007760	    800.114786	
  38480.000000	    117.026706	    116.071429	      0.007782	    794.279395	
  38485.000000	    117.026706	    116.131349	      0.007782	    794.279395	
  38490.000000	    117.086865	    116.186720	      0.007805	    709.623513	
  38495.000000	    117.086865	    116.243102	      0.007805	    709.623513	
  38500.000000	    117.464639	    116.303028	      0.007986	    609.642377	
  38505.000000	    117.464639	    116.365414	      0.007986	    609.642377	
  38510.000000	    117.526310	    116.426622	      0.008024	    651.551757	
  38515.000000	    117.526310	    116.487246	      0.008024	    651.551757	
  38520.000000	    117.585134	    116.549620	      0.008063	    637.955456	
  38525.000000	    117.585134	    116.612837	      0.008063	    637.955456	
  38530.000000	    117.641698	    116.674877	      0.008104	    620.320371	
  38535.000000	    117.641698	    116.736117	      0.008104	    620.320371	
  38540.000000	    117.698216	    116.795814	      0.008146	    585.768460	
  38545.000000	    117.698216	    116.853000	      0.008146	    585.768460	
  38550.000000	    118.064399	    116.908385	      0.008409	    566.948039	
  38555.000000	    118.064399	    116.962169	      0.008409	    566.948039	
  38560.000000	    118.125105	    117.015480	      0.008452	    508.716436	
  38565.000000	    118.125105	    117.068775	      0.008452	    508.716436	
  38570.000000	    118.180833	    117.120844	      0.008495	    419.059817	
  38575.000000	    118.180833	    117.170222	      0.008495	    419.059817	
  38580.000000	    118.236468	    117.219075	      0.008536	    422.782656	
  38585.000000	    118.236468	    117.267511	      0.008536	    422.782656	
  38590.000000	    118.288253	    117.313757	      0.008577	    365.560663	
  38595.000000	    118.288253	    117.360424	      0.008577	    365.560663	
  38600.000000	    118.587669	    117.411086	      0.008740	    192.708323	
  38605.000000	    118.587669	    117.465633	      0.008740	    192.708323	
  38610.000000	    118.638788	    117.519702	      0.008758	    186.069469	
  38615.000000	    118.638788	    117.570836	      0.008758	    186.069469	
  38620.000000	    118.692392	    117.621583	      0.008778	    214.478061	
  38625.000000	    118.692392	    117.676226	      0.008778	    214.478061	
  38630.000000	    118.750008	    117.734917	      0.008799	    233.422051	
  38635.000000	    118.750008	    117.796040	      0.008799	    233.422051	
  38640.000000	    118.807863	    117.859771	      0.008822	    288.708311	
  38645.000000	    118.807863	    117.922640	      0.008822	    288.708311	
  38650.000000	    119.216474	    117.981196	      0.008927	    380.302712	
  38655.000000	    119.216474	    118.036219	      0.008927	    380.302712	
  38660.000000	    119.288924	    118.089240	      0.008938	    401.169261	
  38665.000000	    119.288924	    118.138340	      0.008938	    401.169261	
  38670.000000	    119.356170	    118.184148	      0.008950	    324.505039	
  38675.000000	    119.356170	    118.232222	      0.008950	    324.505039	
  38680.000000	    119.423915	    118.283190	      0.008961	    302.959407	
  38685.000000	    119.423915	    118.334955	      0.008961	    302.959407	
  38690.000000	    119.494792	    118.388804	      0.008970	    330.224716	
  38695.000000	    119.494792	    118.446030	      0.008970	    330.224716	
  38700.000000	    119.878699	    118.505391	      0.008977	    266.990369	
  38705.000000	    119.878699	    118.565491	      0.008977	    266.990369	
  38710.000000	    119.938437	    118.623894	      0.008962	    236.125333	
  38715.000000	    119.938437	    118.681634	      0.008962	    236.125333	
  38720.000000	    120.003932	    118.741138	      0.008947	    278.808321	
  38725.000000	    120.003932	    118.798681	      0.008947	    278.808321	
  38730.000000	    120.073998	    118.853012	      0.008929	    337.092287	
  38735.000000	    120.073998	    118.903501	      0.008929	    337.092287	
  38740.000000	    120.146737	    118.950707	      0.008910	    378.213501	
  38745.000000	    120.146737	    118.996587	      0.008910	    378.213501	
  38750.000000	    120.585658	    119.041637	      0.008770	    339.315066	
  38755.000000	    120.585658	    119.084533	      0.008770	    339.315066	
  38760.000000	    120.651244	    119.126454	      0.008743	    382.021342	
  38765.000000	    120.651244	    119.168725	      0.008743	    382.021342	
  38770.000000	    120.709395	    119.210896	      0.008714	    321.873721	
  38775.000000	    120.709395	    119.253866	      0.008714	    321.873721	
  38780.000000	    120.759959	    119.301441	      0.008681	    291.130625	
  38785.000000	    120.759959	    119.354699	      0.008681	    291.130625	
  38790.000000	    120.805884	    119.409436	      0.008650	    252.779527	
  38795.000000	    120.805884	    119.463634	      0.008650	    252.779527	
  38800.000000	    121.034632	    119.515676	      0.008417	    293.231118	
  38805.000000	    121.034632	    119.566368	      0.008417	    293.231118	
  38810.000000	    121.066539	    119.615504	      0.008378	    307.806506	
  38815.000000	    121.066539	    119.660429	      0.008378	    307.806506	
  38820.000000	    121.096516	    119.703493	      0.008343	    265.821258	
  38825.000000	    121.096516	    119.746706	      0.008343	    265.821258	
  38830.000000	    121.122356	    119.791277	      0.008309	    211.130666	
  38835.000000	    121.122356	    119.837880	      0.008309	    211.130666	
  38840.000000	    121.152560	    119.884389	      0.008275	    245.402638	
  38845.000000	    121.152560	    119.930719	      0.008275	    245.402638	
  38850.000000	    121.363262	    119.974904	      0.008067	    381.391986	
  38855.000000	    121.363262	    120.017662	      0.008067	    381.391986	
  38860.000000	    121.393454	    120.059240	      0.008037	    358.452587	
  38865.000000	    121.393454	    120.096922	      0.008037	    358.452587	
  38870.000000	    121.425677	    120.133742	      0.008007	    335.946471	
  38875.000000	    121.425677	    120.175662	      0.008007	    335.946471	
  38880.000000	    121.455514	    120.220964	      0.007975	    429.266364	
  38885.000000	    121.455514	    120.265635	      0.007975	    429.266364	
  38890.000000	    121.484820	    120.313082	      0.007943	    500.539621	
  38895.000000	    121.484820	    120.365431	      0.007943	    500.539621	
  38900.000000	    121.644128	    120.418488	      0.007806	    494.773747	
  38905.000000	    121.644128	    120.471166	      0.007806	    494.773747	
  38910.000000	    121.663191	    120.525654	      0.007792	    573.588859	
  38915.000000	    121.663191	    120.582371	      0.007792	    573.588859	
  38920.000000	    121.681615	    120.639220	      0.007782	    642.638976	
  38925.000000	    121.681615	    120.696257	      0.007782	    642.638976	
  38930.000000	    121.698820	    120.752071	      0.007775	    633.793658	
  38935.000000	    121.698820	    120.804983	      0.007775	    633.793658	
  38940.000000	    121.716889	    120.857072	      0.007772	    650.100550	
  38945.000000	    121.716889	    120.909420	      0.007772	    650.100550	
  38950.000000	    121.829472	    120.961084	      0.007832	    763.749622	
  38955.000000	    121.829472	    121.013569	      0.007832	    763.749622	
  38960.000000	    121.850218	    121.068343	      0.007855	    694.316957	
  38965.000000	    121.850218	    121.124982	      0.007855	    694.316957	
  38970.000000	    121.867960	    121.186865	      0.007882	    707.024402	
  38975.000000	    121.867960	    121.252050	      0.007882	    707.024402	
  38980.000000	    121.883574	    121.317786	      0.007912	    677.665555	
  38985.000000	    121.883574	    121.384918	      0.007912	    677.665555	
  38990.000000	    121.896621	    121.454672	      0.007946	    655.180957	
  38995.000000	    121.896621	    121.524913	      0.007946	    655.180957	
  39000.000000	    121.953381	    121.592737	      0.008179	    473.972635	
  39005.000000	    121.953381	    121.657856	      0.008179	    473.972635	
  39010.000000	    121.964838	    121.717403	      0.008221	    396.186980	
  39015.000000	    121.964838	    121.772875	      0.008221	    396.186980	
  39020.000000	    121.973594	    121.828565	      0.008266	    359.083506	
  39025.000000	    121.973594	    121.886747	      0.008266	    359.083506	
  39030.000000	    121.984561	    121.946973	      0.008312	    394.419398	
  39035.000000	    121.984561	    122.005217	      0.008312	    394.419398	
  39040.000000	    121.996839	    122.062449	      0.008358	    348.879122	
  39045.000000	    121.996839	    122.121995	      0.008358	    348.879122	
  39050.000000	    122.059132	    122.181170	      0.008666	    336.342616	
  39055.000000	    122.059132	    122.239805	      0.008666	    336.342616	
  39060.000000	    122.071404	    122.299484	      0.008726	    370.485251	
  39065.000000	    122.071404	    122.356977	      0.008726	    370.485251	
  39070.000000	    122.081182	    122.411852	      0.008787	    359.044299	
  39075.000000	    122.081182	    122.464625	      0.008787	    359.044299	
  39080.000000	    122.085821	    122.514837	      0.008847	    324.748219	
  39085.000000	    122.085821	    122.565627	      0.008847	    324.748219	
  39090.000000	    122.092234	    122.618620	      0.008906	    282.102708	
  39095.000000	    122.092234	    122.671895	      0.008906	    282.102708	
  39100.000000	    122.188250	    122.726336	      0.009237	    207.754372	
  39105.000000	    122.188250	    122.784583	      0.009237	    207.754372	
  39110.000000	    122.214469	    122.844173	      0.009287	    195.758714	
  39115.000000	    122.214469	    122.903285	      0.009287	    195.758714	
  39120.000000	    122.240487	    122.961248	      0.009338	    204.836129	
  39125.000000	    122.240487	    123.018392	      0.009338	    204.836129	
  39130.000000	    122.262024	    123.076744	      0.009388	    197.363912	
  39135.000000	    122.262024	    123.138674	      0.009388	    197.363912	
  39140.000000	    122.282499	    123.200187	      0.009438	    157.047427	
  39145.000000	    122.282499	    123.255936	      0.009438	    157.047427	
  39150.000000	    122.366910	    123.311391	      0.009738	    133.872615	
  39155.000000	    122.366910	    123.367605	      0.009738	    133.872615	
  39160.000000	    122.374275	    123.423252	      0.009788	    125.306485	
  39165.000000	    122.374275	    123.477889	      0.009788	    125.306485	
  39170.000000	    122.383612	    123.530476	      0.009838	    101.255773	
  39175.000000	    122.383612	    123.581832	      0.009838	    101.255773	
  39180.000000	    122.394398	    123.631578	      0.009887	    129.943658	
  39185.000000	    122.394398	    123.681592	      0.009887	    129.943658	
  39190.000000	    122.409636	    123.733356	      0.009924	     94.531953	
  39195.000000	    122.409636	    123.785732	      0.009924	     94.531953	
  39200.000000	    122.494687	    123.836127	      0.010031	      8.522372	
  39205.000000	    122.494687	    123.882644	      0.010031	      8.522372	
  39210.000000	    122.504895	    123.928473	      0.010032	      6.996911	
  39215.000000	    122.504895	    123.973094	      0.010032	      6.996911	
  39220.000000	    122.517794	    124.013488	      0.010021	      9.446234	
  39225.000000	    122.517794	    124.050004	      0.010021	      9.446234	
  39230.000000	    122.529739	    124.082908	      0.010007	     23.592572	
  39235.000000	    122.529739	    124.112271	      0.010007	     23.592572	
  39240.000000	    122.544051	    124.140396	      0.009998	     11.100407	
  39245.000000	    122.544051	    124.169156	      0.009998	     11.100407	
  39250.000000	    122.646869	    124.198179	      0.009903	     49.172128	
  39255.000000	    122.646869	    124.229111	      0.009903	     49.172128	
  39260.000000	    122.667926	    124.261780	      0.009871	     55.637549	
  39265.000000	    122.667926	    124.294028	      0.009871	     55.637549	
  39270.000000	    122.694731	    124.325501	      0.009837	     87.810927	
  39275.000000	    122.694731	    124.356291	      0.009837	     87.810927	
  39280.000000	    122.720309	    124.385113	      0.009801	     98.642798	
  39285.000000	    122.720309	    124.412415	      0.009801	     98.642798	
  39290.000000	    122.747814	    124.442116	      0.009759	     91.259298	
  39295.000000	    122.747814	    124.476340	      0.009759	     91.259298	
  39300.000000	    122.949512	    124.511457	      0.009427	    311.944629	
  39305.000000	    122.949512	    124.545284	      0.009427	    311.944629	
  39310.000000	    122.980612	    124.576330	      0.009360	    290.571390	
  39315.000000	    122.980612	    124.601648	      0.009360	    290.571390	
  39320.000000	    123.013744	    124.626093	      0.009290	    288.291175	
  39325.000000	    123.013744	    124.653815	      0.009290	    288.291175	
  39330.000000	    123.050203	    124.680222	      0.009217	    365.154381	
  39335.000000	    123.050203	    124.703493	      0.009217	    365.154381	
  39340.000000	    123.087050	    124.726883	      0.009143	    390.074409	
  39345.000000	    123.087050	    124.754341	      0.009143	    390.074409	
  39350.000000	    123.331883	    124.782664	      0.008701	    571.497363	
  39355.000000	    123.331883	    124.807279	      0.008701	    571.497363	
  39360.000000	    123.385418	    124.834817	      0.008629	    655.663735	
  39365.000000	    123.385418	    124.866395	      0.008629	    655.663735	
  39370.000000	    123.436098	    124.898736	      0.008562	    573.794727	
  39375.000000	    123.436098	    124.933709	      0.008562	    573.794727	
  39380.000000	    123.488658	    124.974097	      0.008494	    571.244603	
  39385.000000	    123.488658	    125.018002	      0.008494	    571.244603	
  39390.000000	    123.543596	    125.060428	      0.008428	    658.262041	
  39395.000000	    123.543596	    125.101098	      0.008428	    658.262041	
