     time [fs]	           Xi0	       lambda0	      Epot [H]	         T [K]	
   2205.000000	     75.341114	     72.691920	      0.001363	     40.075275	
   2210.000000	     75.331251	     72.700071	      0.001348	     39.320170	
   2215.000000	     75.331251	     72.706184	      0.001348	     39.320170	
   2220.000000	     75.318060	     72.711807	      0.001330	     31.213015	
   2225.000000	     75.318060	     72.717714	      0.001330	     31.213015	
   2230.000000	     75.298768	     72.724715	      0.001306	     94.186505	
   2235.000000	     75.298768	     72.731552	      0.001306	     94.186505	
   2240.000000	     75.277321	     72.735939	      0.001278	    122.056809	
   2245.000000	     75.277321	     72.738783	      0.001278	    122.056809	
   2250.000000	     75.172750	     72.741560	      0.001067	    260.359486	
   2255.000000	     75.172750	     72.743413	      0.001067	    260.359486	
   2260.000000	     75.156184	     72.745133	      0.001030	    273.001570	
   2265.000000	     75.156184	     72.746891	      0.001030	    273.001570	
   2270.000000	     75.138134	     72.744222	      0.000995	    296.649911	
   2275.000000	     75.138134	     72.740208	      0.000995	    296.649911	
   2280.000000	     75.118563	     72.740337	      0.000959	    318.907580	
   2285.000000	     75.118563	     72.748078	      0.000959	    318.907580	
   2290.000000	     75.094712	     72.764397	      0.000927	    343.021721	
   2295.000000	     75.094712	     72.781630	      0.000927	    343.021721	
   2300.000000	     74.890476	     72.798133	      0.000770	    463.058045	
   2305.000000	     74.890476	     72.818201	      0.000770	    463.058045	
   2310.000000	     74.848351	     72.841691	      0.000753	    458.835778	
   2315.000000	     74.848351	     72.864829	      0.000753	    458.835778	
   2320.000000	     74.801518	     72.887525	      0.000736	    554.655616	
   2325.000000	     74.801518	     72.912025	      0.000736	    554.655616	
   2330.000000	     74.756564	     72.936504	      0.000721	    620.488526	
   2335.000000	     74.756564	     72.959215	      0.000721	    620.488526	
   2340.000000	     74.714564	     72.980956	      0.000709	    603.711747	
   2345.000000	     74.714564	     73.003925	      0.000709	    603.711747	
   2350.000000	     74.411109	     73.027694	      0.000705	    591.960639	
   2355.000000	     74.411109	     73.051170	      0.000705	    591.960639	
   2360.000000	     74.349129	     73.076764	      0.000717	    597.739187	
   2365.000000	     74.349129	     73.105715	      0.000717	    597.739187	
   2370.000000	     74.282646	     73.135900	      0.000733	    544.794960	
   2375.000000	     74.282646	     73.164652	      0.000733	    544.794960	
   2380.000000	     74.208018	     73.192321	      0.000752	    607.384850	
   2385.000000	     74.208018	     73.220774	      0.000752	    607.384850	
   2390.000000	     74.132859	     73.250914	      0.000774	    668.744769	
   2395.000000	     74.132859	     73.282830	      0.000774	    668.744769	
   2400.000000	     73.703303	     73.317807	      0.000914	    378.032713	
   2405.000000	     73.703303	     73.355602	      0.000914	    378.032713	
   2410.000000	     73.633207	     73.397237	      0.000938	    381.334682	
   2415.000000	     73.633207	     73.441828	      0.000938	    381.334682	
   2420.000000	     73.567123	     73.485671	      0.000961	    336.166158	
   2425.000000	     73.567123	     73.531447	      0.000961	    336.166158	
   2430.000000	     73.505596	     73.580206	      0.000983	    314.398251	
   2435.000000	     73.505596	     73.627941	      0.000983	    314.398251	
   2440.000000	     73.446692	     73.675405	      0.001004	    264.248275	
   2445.000000	     73.446692	     73.724355	      0.001004	    264.248275	
   2450.000000	     73.054738	     73.772771	      0.001136	    306.592167	
   2455.000000	     73.054738	     73.818738	      0.001136	    306.592167	
   2460.000000	     72.993507	     73.864447	      0.001158	    278.173616	
   2465.000000	     72.993507	     73.913781	      0.001158	    278.173616	
   2470.000000	     72.935756	     73.964297	      0.001179	    228.338359	
   2475.000000	     72.935756	     74.012759	      0.001179	    228.338359	
   2480.000000	     72.876952	     74.063503	      0.001201	    224.884184	
   2485.000000	     72.876952	     74.118663	      0.001201	    224.884184	
   2490.000000	     72.812698	     74.172503	      0.001227	    257.699944	
   2495.000000	     72.812698	     74.225692	      0.001227	    257.699944	
   2500.000000	     72.422440	     74.282536	      0.001380	    334.324299	
   2505.000000	     72.422440	     74.342434	      0.001380	    334.324299	
   2510.000000	     72.361181	     74.401026	      0.001403	    265.743859	
   2515.000000	     72.361181	     74.459095	      0.001403	    265.743859	
   2520.000000	     72.305374	     74.516435	      0.001424	    242.132166	
   2525.000000	     72.305374	     74.571821	      0.001424	    242.132166	
   2530.000000	     72.247924	     74.625541	      0.001446	    184.622841	
   2535.000000	     72.247924	     74.678043	      0.001446	    184.622841	
   2540.000000	     72.192114	     74.730093	      0.001467	    266.936796	
   2545.000000	     72.192114	     74.780450	      0.001467	    266.936796	
   2550.000000	     71.996579	     74.831338	      0.001536	     61.072285	
   2555.000000	     71.996579	     74.883987	      0.001536	     61.072285	
   2560.000000	     71.982397	     74.936596	      0.001539	     53.383145	
   2565.000000	     71.982397	     74.986947	      0.001539	     53.383145	
   2570.000000	     71.977081	     75.037475	      0.001539	     34.801460	
   2575.000000	     71.977081	     75.087191	      0.001539	     34.801460	
   2580.000000	     71.976622	     75.135855	      0.001538	     13.794029	
   2585.000000	     71.976622	     75.185686	      0.001538	     13.794029	
   2590.000000	     71.976830	     75.232674	      0.001537	      4.697469	
   2595.000000	     71.976830	     75.277213	      0.001537	      4.697469	
   2600.000000	     72.140273	     75.318680	      0.001464	    134.966363	
   2605.000000	     72.140273	     75.355789	      0.001464	    134.966363	
   2610.000000	     72.199987	     75.388981	      0.001437	    267.228588	
   2615.000000	     72.199987	     75.421638	      0.001437	    267.228588	
   2620.000000	     72.266338	     75.457893	      0.001409	    317.856350	
   2625.000000	     72.266338	     75.496432	      0.001409	    317.856350	
   2630.000000	     72.334940	     75.536052	      0.001380	    389.894963	
   2635.000000	     72.334940	     75.577593	      0.001380	    389.894963	
   2640.000000	     72.401797	     75.623002	      0.001353	    338.025761	
   2645.000000	     72.401797	     75.672291	      0.001353	    338.025761	
   2650.000000	     72.865621	     75.722293	      0.001178	    495.988032	
   2655.000000	     72.865621	     75.770678	      0.001178	    495.988032	
   2660.000000	     72.947104	     75.816709	      0.001150	    559.476132	
   2665.000000	     72.947104	     75.858500	      0.001150	    559.476132	
   2670.000000	     73.031703	     75.898003	      0.001122	    586.358049	
   2675.000000	     73.031703	     75.935513	      0.001122	    586.358049	
   2680.000000	     73.120213	     75.968544	      0.001095	    709.088462	
   2685.000000	     73.120213	     75.998835	      0.001095	    709.088462	
   2690.000000	     73.211307	     76.025505	      0.001067	    643.335381	
   2695.000000	     73.211307	     76.046985	      0.001067	    643.335381	
   2700.000000	     73.809461	     76.064519	      0.000900	    661.653155	
   2705.000000	     73.809461	     76.081562	      0.000900	    661.653155	
   2710.000000	     73.916452	     76.099576	      0.000872	    764.727325	
   2715.000000	     73.916452	     76.116307	      0.000872	    764.727325	
   2720.000000	     74.029852	     76.131341	      0.000843	    842.005780	
   2725.000000	     74.029852	     76.146076	      0.000843	    842.005780	
   2730.000000	     74.149032	     76.159627	      0.000812	    945.713140	
   2735.000000	     74.149032	     76.174079	      0.000812	    945.713140	
   2740.000000	     74.270710	     76.189898	      0.000781	   1010.775506	
   2745.000000	     74.270710	     76.201915	      0.000781	   1010.775506	
   2750.000000	     75.018434	     76.211308	      0.000612	   1132.069950	
   2755.000000	     75.018434	     76.219386	      0.000612	   1132.069950	
   2760.000000	     75.145475	     76.225999	      0.000590	   1148.335510	
   2765.000000	     75.145475	     76.231955	      0.000590	   1148.335510	
   2770.000000	     75.274833	     76.234521	      0.000571	   1182.430892	
   2775.000000	     75.274833	     76.235067	      0.000571	   1182.430892	
   2780.000000	     75.406030	     76.235627	      0.000553	   1272.800942	
   2785.000000	     75.406030	     76.234355	      0.000553	   1272.800942	
   2790.000000	     75.537006	     76.229615	      0.000537	   1255.797519	
   2795.000000	     75.537006	     76.226761	      0.000537	   1255.797519	
   2800.000000	     76.363521	     76.230226	      0.000468	   1530.181176	
   2805.000000	     76.363521	     76.233747	      0.000468	   1530.181176	
   2810.000000	     76.507901	     76.236353	      0.000460	   1557.622469	
   2815.000000	     76.507901	     76.239519	      0.000460	   1557.622469	
   2820.000000	     76.656230	     76.240880	      0.000451	   1451.536905	
   2825.000000	     76.656230	     76.239262	      0.000451	   1451.536905	
   2830.000000	     76.807552	     76.239122	      0.000442	   1677.856941	
   2835.000000	     76.807552	     76.240334	      0.000442	   1677.856941	
   2840.000000	     76.954786	     76.237797	      0.000433	   1529.747755	
   2845.000000	     76.954786	     76.235815	      0.000433	   1529.747755	
   2850.000000	     77.765688	     76.239095	      0.000391	   1108.859212	
   2855.000000	     77.765688	     76.242262	      0.000391	   1108.859212	
   2860.000000	     77.889008	     76.238977	      0.000389	   1057.966559	
   2865.000000	     77.889008	     76.229055	      0.000389	   1057.966559	
   2870.000000	     78.010208	     76.215922	      0.000388	   1047.987120	
   2875.000000	     78.010208	     76.200756	      0.000388	   1047.987120	
   2880.000000	     78.130440	     76.184292	      0.000387	    982.515200	
   2885.000000	     78.130440	     76.167972	      0.000387	    982.515200	
   2890.000000	     78.253022	     76.153460	      0.000387	   1003.299061	
   2895.000000	     78.253022	     76.142544	      0.000387	   1003.299061	
   2900.000000	     78.960554	     76.133732	      0.000391	    796.880350	
   2905.000000	     78.960554	     76.126388	      0.000391	    796.880350	
   2910.000000	     79.055320	     76.119188	      0.000391	    646.138799	
   2915.000000	     79.055320	     76.114510	      0.000391	    646.138799	
   2920.000000	     79.148255	     76.114135	      0.000391	    570.452003	
   2925.000000	     79.148255	     76.112896	      0.000391	    570.452003	
   2930.000000	     79.239870	     76.110506	      0.000388	    597.062077	
   2935.000000	     79.239870	     76.113311	      0.000388	    597.062077	
   2940.000000	     79.330609	     76.121940	      0.000385	    534.971797	
   2945.000000	     79.330609	     76.133421	      0.000385	    534.971797	
   2950.000000	     79.886075	     76.146956	      0.000385	    506.714948	
   2955.000000	     79.886075	     76.159735	      0.000385	    506.714948	
