     time [fs]	           Xi0	      Epot [H]	         T [K]	
  17325.000000	     72.834243	      0.002310	    211.149951	
  17330.000000	     72.771466	      0.002320	    262.902659	
  17335.000000	     72.706911	      0.002334	    293.444931	
  17340.000000	     72.644395	      0.002351	    283.409087	
  17345.000000	     72.578937	      0.002368	    250.319765	
  17350.000000	     72.507870	      0.002388	    339.369822	
  17355.000000	     72.437270	      0.002407	    347.765369	
  17360.000000	     72.368745	      0.002423	    337.821740	
  17365.000000	     72.299880	      0.002446	    311.888211	
  17370.000000	     72.230341	      0.002473	    332.460022	
  17375.000000	     72.162386	      0.002499	    319.238691	
  17380.000000	     72.097612	      0.002519	    304.517348	
  17385.000000	     72.034761	      0.002540	    266.941779	
  17390.000000	     71.976900	      0.002557	    269.577780	
  17395.000000	     71.924105	      0.002564	    201.077307	
  17400.000000	     71.868519	      0.002571	    212.317346	
  17405.000000	     71.810444	      0.002579	    252.151819	
  17410.000000	     71.756746	      0.002585	    247.754185	
  17415.000000	     71.705888	      0.002588	    195.592790	
  17420.000000	     71.654301	      0.002595	    214.536750	
  17425.000000	     71.604594	      0.002603	    191.365679	
  17430.000000	     71.558305	      0.002607	    178.822556	
  17435.000000	     71.512755	      0.002610	    160.562786	
  17440.000000	     71.469093	      0.002612	    174.877249	
  17445.000000	     71.430257	      0.002609	    146.623247	
  17450.000000	     71.392753	      0.002604	    147.065786	
  17455.000000	     71.359413	      0.002600	    136.371956	
  17460.000000	     71.333465	      0.002591	    100.439603	
  17465.000000	     71.313251	      0.002581	     83.368981	
  17470.000000	     71.292614	      0.002571	     60.676333	
  17475.000000	     71.267818	      0.002562	     78.881585	
  17480.000000	     71.242795	      0.002554	    103.462972	
  17485.000000	     71.216941	      0.002551	     77.271955	
  17490.000000	     71.187692	      0.002550	     74.793998	
  17495.000000	     71.155354	      0.002548	     91.225234	
  17500.000000	     71.122695	      0.002545	    125.652956	
  17505.000000	     71.094212	      0.002540	    107.671150	
  17510.000000	     71.069365	      0.002531	    105.205990	
  17515.000000	     71.049668	      0.002518	    100.623992	
  17520.000000	     71.032108	      0.002502	     98.875978	
  17525.000000	     71.010159	      0.002487	    121.064014	
  17530.000000	     70.983954	      0.002473	    162.254750	
  17535.000000	     70.954027	      0.002461	    169.034110	
  17540.000000	     70.920351	      0.002450	    200.287187	
  17545.000000	     70.879342	      0.002442	    229.256936	
  17550.000000	     70.827192	      0.002438	    317.482180	
  17555.000000	     70.769614	      0.002438	    417.623744	
  17560.000000	     70.715554	      0.002436	    396.376058	
  17565.000000	     70.666940	      0.002430	    402.430622	
  17570.000000	     70.621937	      0.002423	    418.261288	
  17575.000000	     70.578626	      0.002415	    398.567437	
  17580.000000	     70.536113	      0.002409	    442.252445	
  17585.000000	     70.489828	      0.002408	    350.655719	
  17590.000000	     70.437986	      0.002410	    475.374308	
  17595.000000	     70.386795	      0.002412	    479.172331	
  17600.000000	     70.339513	      0.002414	    488.799971	
  17605.000000	     70.288910	      0.002418	    480.110901	
  17610.000000	     70.232803	      0.002425	    656.687174	
  17615.000000	     70.176559	      0.002435	    727.831820	
  17620.000000	     70.120450	      0.002448	    691.713341	
  17625.000000	     70.068035	      0.002463	    689.519353	
  17630.000000	     70.020869	      0.002477	    564.997023	
  17635.000000	     69.973846	      0.002493	    643.798921	
  17640.000000	     69.926710	      0.002513	    645.372398	
  17645.000000	     69.882199	      0.002534	    733.515929	
  17650.000000	     69.842406	      0.002556	    740.050913	
  17655.000000	     69.814050	      0.002574	    658.878469	
  17660.000000	     69.803630	      0.002586	    523.026354	
  17665.000000	     69.811674	      0.002588	    422.679133	
  17670.000000	     69.835476	      0.002584	    379.289209	
  17675.000000	     69.868143	      0.002577	    422.633635	
  17680.000000	     69.907290	      0.002570	    468.470391	
  17685.000000	     69.952637	      0.002561	    577.687224	
  17690.000000	     70.002285	      0.002553	    552.075145	
  17695.000000	     70.046384	      0.002551	    612.362429	
  17700.000000	     70.087660	      0.002551	    500.453383	
  17705.000000	     70.128981	      0.002550	    473.403698	
  17710.000000	     70.166565	      0.002551	    363.467261	
  17715.000000	     70.204351	      0.002550	    298.919261	
  17720.000000	     70.242023	      0.002548	    252.482568	
  17725.000000	     70.277087	      0.002547	    227.976869	
  17730.000000	     70.308404	      0.002548	    200.508865	
  17735.000000	     70.340313	      0.002548	    151.912680	
  17740.000000	     70.376066	      0.002547	    180.655448	
  17745.000000	     70.413697	      0.002547	    210.066137	
  17750.000000	     70.453559	      0.002545	    204.253326	
  17755.000000	     70.498793	      0.002540	    205.657274	
  17760.000000	     70.548110	      0.002535	    253.238631	
  17765.000000	     70.599314	      0.002530	    285.395011	
  17770.000000	     70.653403	      0.002521	    285.333681	
  17775.000000	     70.707832	      0.002511	    266.093759	
  17780.000000	     70.761793	      0.002500	    253.474190	
  17785.000000	     70.813614	      0.002490	    248.075241	
  17790.000000	     70.864274	      0.002480	    216.553456	
  17795.000000	     70.915967	      0.002469	    216.926069	
  17800.000000	     70.968531	      0.002459	    217.142244	
  17805.000000	     71.023123	      0.002448	    232.297557	
  17810.000000	     71.080268	      0.002436	    251.100319	
  17815.000000	     71.137632	      0.002426	    277.149303	
  17820.000000	     71.191928	      0.002416	    256.206743	
  17825.000000	     71.245167	      0.002404	    217.110223	
  17830.000000	     71.297324	      0.002394	    222.813769	
  17835.000000	     71.345811	      0.002386	    201.063786	
  17840.000000	     71.389101	      0.002383	    177.357028	
  17845.000000	     71.430138	      0.002382	    153.752131	
  17850.000000	     71.472103	      0.002379	    166.622120	
  17855.000000	     71.509906	      0.002375	    141.235350	
  17860.000000	     71.542648	      0.002372	     96.471827	
  17865.000000	     71.576720	      0.002369	     87.230971	
  17870.000000	     71.610726	      0.002367	    109.028235	
  17875.000000	     71.640781	      0.002368	     90.007741	
  17880.000000	     71.670568	      0.002367	     77.608867	
  17885.000000	     71.704955	      0.002361	     78.600660	
  17890.000000	     71.742576	      0.002355	    103.538113	
  17895.000000	     71.780414	      0.002348	    110.026113	
  17900.000000	     71.817572	      0.002338	    103.651370	
  17905.000000	     71.852563	      0.002329	     93.049805	
  17910.000000	     71.888444	      0.002316	     78.175548	
  17915.000000	     71.930339	      0.002298	     97.241075	
  17920.000000	     71.973580	      0.002279	    141.509463	
  17925.000000	     72.016255	      0.002256	    112.350765	
  17930.000000	     72.063686	      0.002230	    140.148860	
  17935.000000	     72.114582	      0.002200	    175.357524	
  17940.000000	     72.166362	      0.002167	    196.042728	
  17945.000000	     72.220550	      0.002131	    199.856166	
  17950.000000	     72.273374	      0.002093	    244.584526	
  17955.000000	     72.320766	      0.002055	    213.121057	
  17960.000000	     72.364316	      0.002017	    186.590957	
  17965.000000	     72.404920	      0.001978	    185.224387	
  17970.000000	     72.444485	      0.001938	    183.707209	
  17975.000000	     72.482988	      0.001896	    218.694335	
  17980.000000	     72.521559	      0.001857	    193.719788	
  17985.000000	     72.559143	      0.001817	    200.374976	
  17990.000000	     72.591874	      0.001780	    195.462774	
  17995.000000	     72.623545	      0.001744	    161.448777	
  18000.000000	     72.656206	      0.001706	    190.550945	
  18005.000000	     72.687579	      0.001669	    212.328420	
  18010.000000	     72.716867	      0.001636	    170.541183	
  18015.000000	     72.746497	      0.001603	    157.193742	
  18020.000000	     72.775069	      0.001571	    182.270778	
  18025.000000	     72.804039	      0.001540	    155.002115	
  18030.000000	     72.836393	      0.001507	    184.234941	
  18035.000000	     72.863503	      0.001477	    189.591397	
  18040.000000	     72.884348	      0.001449	    149.278026	
  18045.000000	     72.906873	      0.001419	    173.523112	
  18050.000000	     72.932427	      0.001386	    226.238678	
  18055.000000	     72.958881	      0.001351	    276.511952	
  18060.000000	     72.986518	      0.001316	    342.905669	
  18065.000000	     73.016271	      0.001281	    346.432918	
  18070.000000	     73.046571	      0.001245	    421.539472	
  18075.000000	     73.077376	      0.001210	    455.655067	
  18080.000000	     73.108787	      0.001177	    561.616058	
  18085.000000	     73.139510	      0.001146	    529.379501	
  18090.000000	     73.173087	      0.001116	    618.361517	
  18095.000000	     73.211439	      0.001088	    638.137801	
  18100.000000	     73.252002	      0.001062	    685.136855	
  18105.000000	     73.291376	      0.001040	    671.471104	
  18110.000000	     73.328837	      0.001022	    536.110788	
  18115.000000	     73.363909	      0.001008	    508.746527	
  18120.000000	     73.396894	      0.000997	    518.233385	
  18125.000000	     73.427077	      0.000989	    547.333620	
  18130.000000	     73.453834	      0.000985	    520.918278	
  18135.000000	     73.478983	      0.000983	    401.978931	
  18140.000000	     73.504957	      0.000982	    423.822131	
  18145.000000	     73.528405	      0.000984	    348.443752	
  18150.000000	     73.545392	      0.000988	    269.082419	
  18155.000000	     73.556450	      0.000996	    270.685084	
  18160.000000	     73.560833	      0.001008	    273.067987	
  18165.000000	     73.561057	      0.001024	    286.932810	
  18170.000000	     73.561004	      0.001040	    285.271310	
  18175.000000	     73.561286	      0.001057	    266.519979	
  18180.000000	     73.561698	      0.001073	    209.910173	
  18185.000000	     73.562734	      0.001088	    162.845799	
  18190.000000	     73.560800	      0.001109	    176.502114	
  18195.000000	     73.554584	      0.001135	    271.375610	
  18200.000000	     73.547248	      0.001162	    310.715422	
  18205.000000	     73.534500	      0.001190	    248.178711	
  18210.000000	     73.512859	      0.001223	    231.819425	
  18215.000000	     73.492960	      0.001257	    312.111111	
  18220.000000	     73.471365	      0.001290	    243.172346	
  18225.000000	     73.442280	      0.001323	    227.190602	
  18230.000000	     73.410566	      0.001354	    178.327927	
  18235.000000	     73.377050	      0.001389	    183.622692	
  18240.000000	     73.344230	      0.001424	    229.723762	
  18245.000000	     73.309578	      0.001459	    194.238999	
  18250.000000	     73.274354	      0.001493	    192.666594	
  18255.000000	     73.243487	      0.001524	    168.831584	
  18260.000000	     73.219212	      0.001551	    124.532520	
  18265.000000	     73.201279	      0.001575	     87.548882	
  18270.000000	     73.187451	      0.001597	     71.914095	
  18275.000000	     73.176301	      0.001615	     54.059672	
  18280.000000	     73.165479	      0.001632	     35.029401	
  18285.000000	     73.149702	      0.001650	     36.865517	
  18290.000000	     73.126985	      0.001670	     47.886286	
  18295.000000	     73.100703	      0.001690	     69.512034	
  18300.000000	     73.074992	      0.001708	     64.467098	
  18305.000000	     73.050329	      0.001723	     47.966796	
  18310.000000	     73.023263	      0.001735	     46.583552	
  18315.000000	     72.998051	      0.001744	     57.090595	
  18320.000000	     72.973861	      0.001754	     30.634357	
  18325.000000	     72.944691	      0.001768	     50.548457	
  18330.000000	     72.914210	      0.001783	     69.257068	
  18335.000000	     72.886608	      0.001795	     60.734337	
  18340.000000	     72.861657	      0.001805	     44.166213	
  18345.000000	     72.841022	      0.001810	     40.267487	
  18350.000000	     72.822327	      0.001811	     22.845932	
  18355.000000	     72.801282	      0.001811	     35.512933	
  18360.000000	     72.778440	      0.001814	     39.031969	
  18365.000000	     72.753781	      0.001816	     42.199912	
  18370.000000	     72.731879	      0.001814	     53.816008	
  18375.000000	     72.713704	      0.001805	     46.848772	
  18380.000000	     72.695817	      0.001794	     68.608997	
  18385.000000	     72.674756	      0.001782	     72.150874	
  18390.000000	     72.653108	      0.001769	    118.363743	
  18395.000000	     72.631044	      0.001755	     89.986719	
  18400.000000	     72.606720	      0.001740	    159.514335	
  18405.000000	     72.582381	      0.001725	    134.689990	
  18410.000000	     72.560029	      0.001708	    159.826837	
  18415.000000	     72.544170	      0.001687	    173.498281	
  18420.000000	     72.533308	      0.001662	    186.590224	
  18425.000000	     72.522458	      0.001637	    233.020810	
  18430.000000	     72.507232	      0.001614	    222.148196	
  18435.000000	     72.487179	      0.001592	    270.694585	
  18440.000000	     72.465892	      0.001573	    295.722702	
  18445.000000	     72.444080	      0.001554	    286.595184	
  18450.000000	     72.425325	      0.001535	    338.019431	
  18455.000000	     72.408730	      0.001515	    305.876850	
  18460.000000	     72.390679	      0.001496	    405.145464	
  18465.000000	     72.372241	      0.001480	    381.696956	
  18470.000000	     72.353006	      0.001465	    429.731772	
  18475.000000	     72.330722	      0.001454	    437.869786	
  18480.000000	     72.308232	      0.001446	    419.883851	
  18485.000000	     72.290949	      0.001438	    425.114798	
  18490.000000	     72.274860	      0.001432	    335.631434	
  18495.000000	     72.259164	      0.001428	    355.445140	
  18500.000000	     72.245706	      0.001424	    447.767719	
  18505.000000	     72.231107	      0.001424	    400.138150	
  18510.000000	     72.218066	      0.001425	    343.278446	
  18515.000000	     72.206858	      0.001427	    323.165105	
  18520.000000	     72.197478	      0.001430	    376.676635	
  18525.000000	     72.190208	      0.001435	    350.262538	
  18530.000000	     72.177884	      0.001443	    361.847821	
  18535.000000	     72.163355	      0.001455	    393.395743	
  18540.000000	     72.152287	      0.001468	    389.884488	
  18545.000000	     72.143474	      0.001482	    379.115697	
  18550.000000	     72.135497	      0.001499	    438.844115	
  18555.000000	     72.129965	      0.001518	    515.441103	
  18560.000000	     72.126504	      0.001539	    487.488076	
  18565.000000	     72.125948	      0.001562	    441.147024	
  18570.000000	     72.127782	      0.001589	    581.690192	
  18575.000000	     72.130274	      0.001619	    584.403314	
  18580.000000	     72.133628	      0.001652	    575.117813	
  18585.000000	     72.133254	      0.001689	    595.794745	
  18590.000000	     72.130118	      0.001729	    528.231533	
  18595.000000	     72.128143	      0.001771	    514.071112	
  18600.000000	     72.129586	      0.001814	    528.218984	
  18605.000000	     72.132359	      0.001857	    453.910541	
  18610.000000	     72.133851	      0.001905	    491.004880	
  18615.000000	     72.138517	      0.001951	    481.133335	
  18620.000000	     72.149639	      0.001993	    373.105150	
  18625.000000	     72.161332	      0.002037	    374.725601	
  18630.000000	     72.174313	      0.002087	    403.841426	
  18635.000000	     72.190982	      0.002139	    473.365493	
  18640.000000	     72.208349	      0.002192	    484.054669	
  18645.000000	     72.233031	      0.002237	    398.477763	
  18650.000000	     72.268587	      0.002277	    372.796441	
  18655.000000	     72.309550	      0.002313	    397.971663	
  18660.000000	     72.354315	      0.002351	    374.591584	
  18665.000000	     72.402660	      0.002390	    467.161215	
  18670.000000	     72.449624	      0.002429	    424.642787	
  18675.000000	     72.489540	      0.002468	    409.021808	
  18680.000000	     72.524105	      0.002504	    272.710360	
  18685.000000	     72.557445	      0.002540	    265.064098	
  18690.000000	     72.585482	      0.002575	    223.622259	
  18695.000000	     72.609010	      0.002609	    165.688801	
  18700.000000	     72.633453	      0.002637	    156.320853	
  18705.000000	     72.662850	      0.002651	    107.358829	
  18710.000000	     72.697037	      0.002654	     95.350137	
  18715.000000	     72.734616	      0.002655	     96.156765	
  18720.000000	     72.773904	      0.002652	    119.031191	
  18725.000000	     72.808650	      0.002648	    107.221774	
  18730.000000	     72.837599	      0.002641	     66.538348	
  18735.000000	     72.862066	      0.002631	     49.691715	
  18740.000000	     72.882797	      0.002621	     32.457419	
  18745.000000	     72.901161	      0.002608	     26.189675	
  18750.000000	     72.916302	      0.002591	     27.119318	
  18755.000000	     72.925198	      0.002576	     22.953776	
  18760.000000	     72.929183	      0.002564	      6.913663	
  18765.000000	     72.932893	      0.002550	     10.616305	
  18770.000000	     72.938426	      0.002534	      9.716392	
  18775.000000	     72.943772	      0.002518	     23.413718	
  18780.000000	     72.942422	      0.002504	      8.033266	
  18785.000000	     72.934017	      0.002491	     23.109365	
  18790.000000	     72.924215	      0.002478	     23.493224	
  18795.000000	     72.913057	      0.002465	     23.408136	
  18800.000000	     72.897621	      0.002451	     31.233068	
  18805.000000	     72.878194	      0.002434	     53.372558	
  18810.000000	     72.854710	      0.002415	     81.223654	
  18815.000000	     72.829680	      0.002393	    100.228642	
  18820.000000	     72.804383	      0.002370	    120.626486	
  18825.000000	     72.778479	      0.002349	    127.879572	
  18830.000000	     72.752451	      0.002330	    104.362347	
  18835.000000	     72.727511	      0.002308	    110.226356	
  18840.000000	     72.701713	      0.002280	    129.829402	
  18845.000000	     72.674475	      0.002249	    193.998055	
  18850.000000	     72.648960	      0.002216	    203.981236	
  18855.000000	     72.624682	      0.002184	    207.314762	
  18860.000000	     72.600092	      0.002153	    195.499012	
  18865.000000	     72.576145	      0.002121	    189.653963	
  18870.000000	     72.553233	      0.002089	    235.834972	
  18875.000000	     72.538371	      0.002056	    198.933012	
  18880.000000	     72.532142	      0.002017	    176.660363	
  18885.000000	     72.526320	      0.001975	    245.360795	
  18890.000000	     72.519507	      0.001936	    259.023989	
  18895.000000	     72.511943	      0.001900	    206.522688	
  18900.000000	     72.502396	      0.001864	    252.171407	
  18905.000000	     72.488894	      0.001830	    240.821930	
  18910.000000	     72.470058	      0.001797	    292.350483	
  18915.000000	     72.448812	      0.001768	    327.448549	
  18920.000000	     72.429705	      0.001741	    294.803380	
  18925.000000	     72.408530	      0.001719	    237.189911	
  18930.000000	     72.385623	      0.001696	    253.302927	
  18935.000000	     72.363344	      0.001671	    318.151743	
  18940.000000	     72.341336	      0.001645	    375.298643	
  18945.000000	     72.321588	      0.001621	    417.897398	
  18950.000000	     72.303041	      0.001599	    342.780459	
  18955.000000	     72.281292	      0.001579	    380.053401	
  18960.000000	     72.254701	      0.001565	    383.480118	
  18965.000000	     72.230059	      0.001553	    361.931686	
  18970.000000	     72.213825	      0.001541	    269.259845	
  18975.000000	     72.203140	      0.001528	    249.327949	
  18980.000000	     72.190565	      0.001516	    279.871197	
  18985.000000	     72.171669	      0.001510	    263.548979	
  18990.000000	     72.147584	      0.001507	    245.557809	
  18995.000000	     72.125780	      0.001505	    267.304260	
  19000.000000	     72.109483	      0.001501	    234.740702	
  19005.000000	     72.096596	      0.001497	    239.848654	
  19010.000000	     72.083712	      0.001495	    242.809766	
  19015.000000	     72.065135	      0.001495	    288.763635	
  19020.000000	     72.044666	      0.001498	    359.322806	
  19025.000000	     72.023752	      0.001503	    352.198778	
  19030.000000	     72.001244	      0.001510	    328.475647	
  19035.000000	     71.977067	      0.001520	    304.648428	
  19040.000000	     71.951356	      0.001532	    335.877458	
  19045.000000	     71.928827	      0.001544	    338.236539	
  19050.000000	     71.912171	      0.001555	    288.574016	
  19055.000000	     71.897485	      0.001567	    257.033786	
  19060.000000	     71.886713	      0.001578	    257.204266	
  19065.000000	     71.880986	      0.001587	    197.949362	
  19070.000000	     71.874320	      0.001598	    171.013183	
  19075.000000	     71.869744	      0.001608	    178.082088	
  19080.000000	     71.869934	      0.001617	    157.018658	
  19085.000000	     71.871036	      0.001624	    104.543932	
  19090.000000	     71.873086	      0.001631	     93.138050	
  19095.000000	     71.876365	      0.001637	     73.410288	
  19100.000000	     71.883156	      0.001642	     68.431070	
  19105.000000	     71.895415	      0.001646	     84.939978	
  19110.000000	     71.905213	      0.001649	     74.837711	
  19115.000000	     71.908304	      0.001655	     50.849895	
  19120.000000	     71.910999	      0.001662	     41.886056	
  19125.000000	     71.912884	      0.001669	     49.260976	
  19130.000000	     71.911013	      0.001677	     44.862747	
  19135.000000	     71.909516	      0.001685	     40.121226	
  19140.000000	     71.904991	      0.001693	     33.031046	
  19145.000000	     71.891819	      0.001704	     21.996097	
  19150.000000	     71.875389	      0.001718	     42.053004	
  19155.000000	     71.857403	      0.001732	     40.433740	
  19160.000000	     71.834828	      0.001748	     64.548362	
  19165.000000	     71.807592	      0.001763	     47.548283	
  19170.000000	     71.776396	      0.001781	     69.235822	
  19175.000000	     71.741528	      0.001801	     77.181965	
  19180.000000	     71.704292	      0.001822	    116.492485	
  19185.000000	     71.671054	      0.001842	     99.759571	
  19190.000000	     71.635997	      0.001863	     78.472917	
  19195.000000	     71.597279	      0.001883	    118.236418	
  19200.000000	     71.555463	      0.001902	     96.606730	
  19205.000000	     71.509640	      0.001920	    144.164839	
  19210.000000	     71.463799	      0.001934	    149.618461	
  19215.000000	     71.416278	      0.001946	    170.813979	
  19220.000000	     71.366377	      0.001958	    224.424690	
  19225.000000	     71.316039	      0.001971	    215.386944	
  19230.000000	     71.269466	      0.001982	    228.812523	
  19235.000000	     71.227024	      0.001991	    191.544501	
  19240.000000	     71.188886	      0.001997	    182.093657	
  19245.000000	     71.152913	      0.002002	    174.022878	
  19250.000000	     71.115882	      0.002006	    211.944665	
  19255.000000	     71.078098	      0.002011	    248.385471	
  19260.000000	     71.038279	      0.002018	    261.966748	
  19265.000000	     70.994475	      0.002028	    232.299115	
  19270.000000	     70.949510	      0.002039	    298.811925	
  19275.000000	     70.907416	      0.002051	    258.287878	
  19280.000000	     70.868544	      0.002061	    246.229050	
  19285.000000	     70.831702	      0.002072	    214.952034	
  19290.000000	     70.797768	      0.002083	    185.767897	
  19295.000000	     70.767033	      0.002091	    173.886558	
  19300.000000	     70.739563	      0.002098	    242.816555	
  19305.000000	     70.715849	      0.002104	    271.739683	
  19310.000000	     70.694179	      0.002111	    247.051538	
  19315.000000	     70.672965	      0.002118	    241.381428	
  19320.000000	     70.650400	      0.002127	    288.766857	
  19325.000000	     70.627593	      0.002138	    300.790112	
  19330.000000	     70.606543	      0.002149	    239.996097	
  19335.000000	     70.587074	      0.002161	    257.938551	
  19340.000000	     70.567171	      0.002174	    263.542029	
  19345.000000	     70.545240	      0.002189	    240.915884	
  19350.000000	     70.523310	      0.002205	    186.911861	
  19355.000000	     70.501803	      0.002220	    139.186577	
  19360.000000	     70.477888	      0.002236	     95.700580	
  19365.000000	     70.452849	      0.002253	    114.062177	
  19370.000000	     70.428820	      0.002269	    110.403863	
  19375.000000	     70.407642	      0.002284	     74.281517	
  19380.000000	     70.388813	      0.002297	     54.497599	
  19385.000000	     70.364020	      0.002315	     58.222315	
  19390.000000	     70.332422	      0.002337	    120.755288	
  19395.000000	     70.299498	      0.002360	    134.666280	
  19400.000000	     70.269162	      0.002381	    126.755959	
  19405.000000	     70.242909	      0.002399	     79.582800	
  19410.000000	     70.218832	      0.002416	     65.535138	
  19415.000000	     70.197866	      0.002432	     66.494792	
  19420.000000	     70.177374	      0.002449	     62.589828	
  19425.000000	     70.156505	      0.002466	     64.088010	
  19430.000000	     70.137783	      0.002483	     75.290570	
  19435.000000	     70.120915	      0.002499	     63.363410	
  19440.000000	     70.105891	      0.002516	     73.474314	
  19445.000000	     70.091260	      0.002533	     82.665691	
  19450.000000	     70.075079	      0.002553	    101.643916	
  19455.000000	     70.059658	      0.002571	    102.686393	
  19460.000000	     70.045241	      0.002588	     65.994127	
  19465.000000	     70.030858	      0.002606	     69.316514	
  19470.000000	     70.011643	      0.002626	     79.324251	
  19475.000000	     69.989571	      0.002647	     75.011207	
  19480.000000	     69.976742	      0.002663	     65.723233	
  19485.000000	     69.974734	      0.002675	     40.359740	
  19490.000000	     69.973712	      0.002686	     74.128263	
  19495.000000	     69.969771	      0.002696	     40.857690	
  19500.000000	     69.972222	      0.002701	     18.900418	
  19505.000000	     69.980341	      0.002704	     17.754870	
  19510.000000	     69.991343	      0.002705	     28.508235	
  19515.000000	     70.007489	      0.002701	     27.824218	
  19520.000000	     70.023694	      0.002697	     27.761513	
  19525.000000	     70.036360	      0.002696	     28.048251	
  19530.000000	     70.046057	      0.002695	     15.630269	
  19535.000000	     70.048796	      0.002694	      8.453823	
  19540.000000	     70.046053	      0.002696	      0.799699	
  19545.000000	     70.045458	      0.002698	      1.517673	
  19550.000000	     70.046345	      0.002696	      0.111880	
  19555.000000	     70.046489	      0.002692	      4.634716	
  19560.000000	     70.044802	      0.002688	      7.267203	
  19565.000000	     70.042820	      0.002686	      5.518197	
  19570.000000	     70.047121	      0.002681	      3.279732	
  19575.000000	     70.052111	      0.002675	      8.103236	
  19580.000000	     70.052460	      0.002668	     11.211954	
  19585.000000	     70.052235	      0.002662	     21.843975	
  19590.000000	     70.051768	      0.002656	     10.108744	
  19595.000000	     70.055022	      0.002646	     23.860241	
  19600.000000	     70.061667	      0.002634	     31.669332	
  19605.000000	     70.069524	      0.002621	     31.058701	
  19610.000000	     70.078852	      0.002608	     46.714413	
  19615.000000	     70.091333	      0.002593	     32.009365	
  19620.000000	     70.106844	      0.002577	     55.576870	
  19625.000000	     70.121853	      0.002561	     37.633853	
  19630.000000	     70.134799	      0.002546	     55.562772	
  19635.000000	     70.146061	      0.002532	     43.558869	
  19640.000000	     70.157783	      0.002518	     44.463663	
  19645.000000	     70.171383	      0.002504	     52.905946	
  19650.000000	     70.187239	      0.002490	     40.446182	
  19655.000000	     70.206800	      0.002474	     40.246884	
  19660.000000	     70.231707	      0.002455	     48.144791	
  19665.000000	     70.259365	      0.002433	     93.298153	
  19670.000000	     70.286773	      0.002412	     89.464549	
  19675.000000	     70.313534	      0.002389	    102.939321	
  19680.000000	     70.340760	      0.002367	    116.709993	
  19685.000000	     70.368190	      0.002346	    111.063940	
  19690.000000	     70.393789	      0.002327	     90.036885	
  19695.000000	     70.418315	      0.002308	     92.983956	
  19700.000000	     70.445342	      0.002287	    103.078301	
  19705.000000	     70.475919	      0.002265	    124.822830	
  19710.000000	     70.503852	      0.002246	    118.653031	
  19715.000000	     70.528179	      0.002227	     91.627286	
  19720.000000	     70.552873	      0.002209	    132.555687	
  19725.000000	     70.574252	      0.002192	    138.849897	
  19730.000000	     70.592498	      0.002178	     90.420758	
  19735.000000	     70.609896	      0.002164	    145.951681	
  19740.000000	     70.625887	      0.002151	    150.013753	
  19745.000000	     70.639075	      0.002140	    171.300229	
  19750.000000	     70.647463	      0.002133	    154.625912	
  19755.000000	     70.654743	      0.002127	    121.926610	
  19760.000000	     70.661853	      0.002122	    117.500289	
  19765.000000	     70.667784	      0.002118	    111.455125	
  19770.000000	     70.670098	      0.002117	    107.135396	
  19775.000000	     70.663313	      0.002120	    104.013132	
  19780.000000	     70.657071	      0.002124	    109.620601	
  19785.000000	     70.654824	      0.002127	    123.482847	
  19790.000000	     70.648754	      0.002132	    101.546606	
  19795.000000	     70.640233	      0.002139	    129.730943	
  19800.000000	     70.633302	      0.002147	    124.606734	
  19805.000000	     70.627093	      0.002154	    131.013870	
  19810.000000	     70.617894	      0.002164	    137.970996	
  19815.000000	     70.610360	      0.002174	    130.742201	
  19820.000000	     70.603425	      0.002184	    144.320859	
  19825.000000	     70.592499	      0.002198	    147.722442	
  19830.000000	     70.577188	      0.002217	    191.786701	
  19835.000000	     70.558728	      0.002239	    265.003917	
  19840.000000	     70.544484	      0.002261	    287.645305	
  19845.000000	     70.532190	      0.002283	    248.701638	
  19850.000000	     70.516530	      0.002311	    292.223769	
  19855.000000	     70.499744	      0.002340	    345.462787	
  19860.000000	     70.482182	      0.002370	    289.923434	
  19865.000000	     70.459391	      0.002407	    311.986761	
  19870.000000	     70.432361	      0.002448	    393.154657	
  19875.000000	     70.406204	      0.002492	    384.755025	
  19880.000000	     70.382772	      0.002538	    434.097666	
  19885.000000	     70.357272	      0.002589	    430.203329	
  19890.000000	     70.326152	      0.002646	    498.907965	
  19895.000000	     70.289865	      0.002706	    497.292414	
  19900.000000	     70.249916	      0.002767	    474.737700	
  19905.000000	     70.213631	      0.002826	    419.208757	
  19910.000000	     70.179537	      0.002884	    381.651905	
  19915.000000	     70.140159	      0.002943	    354.461884	
  19920.000000	     70.096885	      0.003004	    340.717890	
  19925.000000	     70.051157	      0.003069	    341.724819	
  19930.000000	     70.002408	      0.003137	    406.268204	
  19935.000000	     69.953290	      0.003208	    380.642145	
  19940.000000	     69.908205	      0.003281	    434.688725	
  19945.000000	     69.875516	      0.003346	    369.803146	
  19950.000000	     69.860595	      0.003401	    273.177574	
  19955.000000	     69.859414	      0.003450	    226.578856	
  19960.000000	     69.868954	      0.003498	    250.382351	
  19965.000000	     69.890353	      0.003539	    295.965816	
  19970.000000	     69.923356	      0.003573	    283.030247	
  19975.000000	     69.966245	      0.003597	    325.213691	
  19980.000000	     70.011477	      0.003613	    294.846763	
  19985.000000	     70.052852	      0.003627	    228.020386	
  19990.000000	     70.096125	      0.003635	    210.611974	
  19995.000000	     70.140657	      0.003632	    186.988876	
  20000.000000	     70.182030	      0.003621	    146.862379	
  20005.000000	     70.217185	      0.003613	    105.737741	
