     time [fs]	           Xi0	      Epot [H]	         T [K]	
  45625.000000	    162.404705	      0.000147	    109.893188	
  45630.000000	    162.403857	      0.000154	    149.974011	
  45635.000000	    162.397373	      0.000161	    129.031746	
  45640.000000	    162.388706	      0.000167	    121.973636	
  45645.000000	    162.383271	      0.000175	     94.359213	
  45650.000000	    162.376685	      0.000184	    123.991308	
  45655.000000	    162.369414	      0.000195	    188.597057	
  45660.000000	    162.363534	      0.000207	    170.213265	
  45665.000000	    162.353451	      0.000219	    145.840865	
  45670.000000	    162.339109	      0.000231	    153.285891	
  45675.000000	    162.324224	      0.000243	    155.459832	
  45680.000000	    162.307566	      0.000256	    135.536888	
  45685.000000	    162.290650	      0.000270	    179.398580	
  45690.000000	    162.271235	      0.000285	    158.131773	
  45695.000000	    162.247129	      0.000301	    186.816880	
  45700.000000	    162.223257	      0.000318	    198.453846	
  45705.000000	    162.200626	      0.000336	    199.179530	
  45710.000000	    162.180774	      0.000357	    197.937154	
  45715.000000	    162.161701	      0.000380	    229.201463	
  45720.000000	    162.138907	      0.000404	    205.660921	
  45725.000000	    162.113078	      0.000431	    272.111198	
  45730.000000	    162.088788	      0.000463	    310.649418	
  45735.000000	    162.059658	      0.000496	    320.595819	
  45740.000000	    162.023610	      0.000531	    389.890439	
  45745.000000	    161.987860	      0.000566	    369.377481	
  45750.000000	    161.950895	      0.000602	    372.325457	
  45755.000000	    161.914521	      0.000635	    326.804081	
  45760.000000	    161.879698	      0.000667	    283.057491	
  45765.000000	    161.844586	      0.000699	    256.862434	
  45770.000000	    161.810031	      0.000731	    244.666535	
  45775.000000	    161.780688	      0.000766	    246.720928	
  45780.000000	    161.752771	      0.000802	    227.344207	
  45785.000000	    161.717157	      0.000836	    237.894420	
  45790.000000	    161.673208	      0.000870	    259.213192	
  45795.000000	    161.628632	      0.000904	    299.895808	
  45800.000000	    161.586528	      0.000933	    257.216565	
  45805.000000	    161.543614	      0.000962	    204.871567	
  45810.000000	    161.502690	      0.000991	    234.724754	
  45815.000000	    161.465135	      0.001017	    184.958550	
  45820.000000	    161.430458	      0.001037	    148.390794	
  45825.000000	    161.396740	      0.001055	    106.827072	
  45830.000000	    161.363182	      0.001074	    119.899282	
  45835.000000	    161.331157	      0.001088	    102.813398	
  45840.000000	    161.301863	      0.001099	     80.819019	
  45845.000000	    161.272254	      0.001108	     59.684401	
  45850.000000	    161.240890	      0.001118	     79.482398	
  45855.000000	    161.209397	      0.001133	     76.144935	
  45860.000000	    161.180097	      0.001152	    101.446585	
  45865.000000	    161.156632	      0.001174	     82.292878	
  45870.000000	    161.140290	      0.001196	     79.252280	
  45875.000000	    161.123834	      0.001212	     37.864975	
  45880.000000	    161.100626	      0.001222	     43.739752	
  45885.000000	    161.076730	      0.001229	     50.606251	
  45890.000000	    161.054449	      0.001235	     36.159839	
  45895.000000	    161.033834	      0.001237	     37.836128	
  45900.000000	    161.017545	      0.001232	     23.474987	
  45905.000000	    161.008123	      0.001222	     16.820543	
  45910.000000	    161.002828	      0.001208	     12.955830	
  45915.000000	    160.996601	      0.001193	     18.585387	
  45920.000000	    160.990121	      0.001178	     18.418234	
  45925.000000	    160.987529	      0.001162	     22.600244	
  45930.000000	    160.987063	      0.001146	     17.938496	
  45935.000000	    160.981319	      0.001126	     21.185191	
  45940.000000	    160.975146	      0.001102	     49.939750	
  45945.000000	    160.971656	      0.001074	     52.126422	
  45950.000000	    160.967617	      0.001042	     71.316026	
  45955.000000	    160.964064	      0.001003	    108.631239	
  45960.000000	    160.963638	      0.000961	    163.626250	
  45965.000000	    160.967259	      0.000918	    159.329683	
  45970.000000	    160.972697	      0.000874	    201.403620	
  45975.000000	    160.979366	      0.000834	    194.634077	
  45980.000000	    160.989108	      0.000797	    153.151041	
  45985.000000	    160.998748	      0.000758	    182.798549	
  45990.000000	    161.007645	      0.000723	    179.548189	
  45995.000000	    161.022499	      0.000691	    147.092886	
  46000.000000	    161.042859	      0.000659	    150.235372	
  46005.000000	    161.068186	      0.000628	    200.050723	
  46010.000000	    161.092154	      0.000598	    194.023929	
  46015.000000	    161.108766	      0.000571	    169.088764	
  46020.000000	    161.124267	      0.000544	    116.524126	
  46025.000000	    161.137663	      0.000513	    178.082817	
  46030.000000	    161.144388	      0.000480	    204.138310	
  46035.000000	    161.152234	      0.000451	    204.593424	
  46040.000000	    161.167883	      0.000426	    165.313711	
  46045.000000	    161.186962	      0.000403	    160.485280	
  46050.000000	    161.204397	      0.000380	    149.943181	
  46055.000000	    161.214256	      0.000359	    153.613923	
  46060.000000	    161.223193	      0.000336	    120.760720	
  46065.000000	    161.238268	      0.000311	    188.609270	
  46070.000000	    161.254938	      0.000286	    247.547754	
  46075.000000	    161.272406	      0.000261	    231.509032	
  46080.000000	    161.292646	      0.000236	    290.608549	
  46085.000000	    161.308902	      0.000211	    338.965568	
  46090.000000	    161.317923	      0.000187	    310.542476	
  46095.000000	    161.325688	      0.000166	    335.578306	
  46100.000000	    161.335556	      0.000147	    270.717608	
  46105.000000	    161.346786	      0.000130	    298.570989	
  46110.000000	    161.357337	      0.000116	    233.749551	
  46115.000000	    161.370832	      0.000104	    234.648218	
  46120.000000	    161.384246	      0.000092	    233.666146	
  46125.000000	    161.392068	      0.000080	    261.621330	
  46130.000000	    161.394763	      0.000069	    282.847962	
  46135.000000	    161.400320	      0.000060	    322.637480	
  46140.000000	    161.409803	      0.000053	    333.660383	
  46145.000000	    161.417110	      0.000048	    325.262693	
  46150.000000	    161.423719	      0.000044	    294.104853	
  46155.000000	    161.428185	      0.000042	    238.517487	
  46160.000000	    161.427895	      0.000041	    242.223309	
  46165.000000	    161.424231	      0.000042	    263.387265	
  46170.000000	    161.421824	      0.000043	    261.355713	
  46175.000000	    161.423852	      0.000047	    248.982936	
  46180.000000	    161.425963	      0.000051	    204.719941	
  46185.000000	    161.425333	      0.000056	    192.917819	
  46190.000000	    161.420648	      0.000061	    172.099558	
  46195.000000	    161.413300	      0.000065	     97.252375	
  46200.000000	    161.404802	      0.000069	     82.084134	
  46205.000000	    161.396849	      0.000075	     97.309131	
  46210.000000	    161.390107	      0.000080	     83.174729	
  46215.000000	    161.384402	      0.000086	     91.514122	
  46220.000000	    161.382534	      0.000092	     65.272066	
  46225.000000	    161.383305	      0.000100	     71.724232	
  46230.000000	    161.380844	      0.000107	     98.640949	
  46235.000000	    161.375333	      0.000115	     72.099463	
  46240.000000	    161.368111	      0.000123	     83.348313	
  46245.000000	    161.357874	      0.000130	     67.138674	
  46250.000000	    161.345589	      0.000137	     62.907921	
  46255.000000	    161.334548	      0.000145	     71.276884	
  46260.000000	    161.328448	      0.000155	     89.509282	
  46265.000000	    161.320246	      0.000166	     84.821110	
  46270.000000	    161.305436	      0.000177	     95.208760	
  46275.000000	    161.288858	      0.000189	    117.534122	
  46280.000000	    161.270176	      0.000201	    108.494278	
  46285.000000	    161.245541	      0.000214	    131.067173	
  46290.000000	    161.215018	      0.000226	    148.388785	
  46295.000000	    161.180407	      0.000239	    156.972028	
  46300.000000	    161.144653	      0.000255	    195.966616	
  46305.000000	    161.106751	      0.000270	    213.998112	
  46310.000000	    161.066009	      0.000285	    206.716099	
  46315.000000	    161.020474	      0.000300	    213.138778	
  46320.000000	    160.972409	      0.000313	    255.052751	
  46325.000000	    160.928056	      0.000324	    192.493162	
  46330.000000	    160.885308	      0.000338	    175.162836	
  46335.000000	    160.844193	      0.000352	    196.560160	
  46340.000000	    160.802839	      0.000366	    160.987352	
  46345.000000	    160.759630	      0.000381	    197.264720	
  46350.000000	    160.714092	      0.000396	    177.009661	
  46355.000000	    160.664032	      0.000411	    229.111191	
  46360.000000	    160.610781	      0.000429	    242.146347	
  46365.000000	    160.557846	      0.000450	    291.883200	
  46370.000000	    160.508577	      0.000470	    287.965601	
  46375.000000	    160.460609	      0.000487	    213.109091	
  46380.000000	    160.415823	      0.000501	    223.931849	
  46385.000000	    160.375536	      0.000512	    134.942707	
  46390.000000	    160.333900	      0.000523	    127.891848	
  46395.000000	    160.289468	      0.000535	    151.184915	
  46400.000000	    160.248722	      0.000550	    171.577815	
  46405.000000	    160.213693	      0.000567	    129.663313	
  46410.000000	    160.180130	      0.000586	    129.349501	
  46415.000000	    160.146786	      0.000607	    144.898227	
  46420.000000	    160.115912	      0.000626	    135.722706	
  46425.000000	    160.088771	      0.000644	     94.229778	
  46430.000000	    160.065758	      0.000664	    100.893228	
  46435.000000	    160.044102	      0.000682	     82.403943	
  46440.000000	    160.021447	      0.000699	     67.089720	
  46445.000000	    159.994869	      0.000718	     79.316978	
  46450.000000	    159.963898	      0.000736	    109.081250	
  46455.000000	    159.929051	      0.000756	     96.109730	
  46460.000000	    159.890510	      0.000780	    164.977500	
  46465.000000	    159.856220	      0.000803	    166.245043	
  46470.000000	    159.826679	      0.000824	    112.533502	
  46475.000000	    159.798672	      0.000846	     97.590252	
  46480.000000	    159.770824	      0.000866	    109.177658	
  46485.000000	    159.739726	      0.000883	     81.544259	
  46490.000000	    159.708301	      0.000898	    107.315272	
  46495.000000	    159.678872	      0.000910	     72.227779	
  46500.000000	    159.651440	      0.000919	     69.084164	
  46505.000000	    159.625469	      0.000929	     48.536905	
  46510.000000	    159.598949	      0.000938	     59.527335	
  46515.000000	    159.569965	      0.000945	     50.849487	
  46520.000000	    159.542392	      0.000947	     71.963912	
  46525.000000	    159.516165	      0.000942	     39.415631	
  46530.000000	    159.484564	      0.000938	     58.345260	
  46535.000000	    159.450313	      0.000931	     82.487313	
  46540.000000	    159.418080	      0.000924	     85.944855	
  46545.000000	    159.385041	      0.000919	     66.198491	
  46550.000000	    159.350369	      0.000913	     89.860267	
  46555.000000	    159.316979	      0.000904	     80.044277	
  46560.000000	    159.284663	      0.000891	     90.177391	
  46565.000000	    159.254047	      0.000880	     89.203769	
  46570.000000	    159.222178	      0.000877	     66.833345	
  46575.000000	    159.190577	      0.000879	     77.073625	
  46580.000000	    159.163883	      0.000882	     58.628205	
  46585.000000	    159.136955	      0.000880	     39.199846	
  46590.000000	    159.102138	      0.000871	     66.328505	
  46595.000000	    159.063396	      0.000858	    122.751627	
  46600.000000	    159.025598	      0.000842	    126.523117	
  46605.000000	    158.990358	      0.000828	    129.100355	
  46610.000000	    158.961711	      0.000817	     91.579192	
  46615.000000	    158.935129	      0.000807	     51.035479	
  46620.000000	    158.904740	      0.000795	     74.180106	
  46625.000000	    158.871176	      0.000782	     92.858430	
